name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
amsterdam,12/21/22,47.8,40.4,44.3,43.2,35.6,39.2,43.3,96.5,0.029,100,16.67,rain,0,0,22,16.2,198.1,1008.4,87.1,3.6,15.4,1.3,1,,2022-12-21T08:48:12,2022-12-21T16:28:43,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/22/22,49.5,40.7,46.7,46.9,37.5,42.9,45.9,97,0.108,100,33.33,rain,0,0,22,15.5,212.9,1003.3,86.4,4.2,29.8,2.5,2,,2022-12-22T08:48:42,2022-12-22T16:29:14,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/23/22,50.8,46.2,47.9,50.8,43.5,45.7,47.4,97.9,0.341,100,70.83,rain,0,0,29.1,21.2,216.4,1002.3,99.8,3,3.6,0.2,0,,2022-12-23T08:49:09,2022-12-23T16:29:48,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/24/22,50.5,43.6,48,50.5,39.5,43.7,45.6,91.3,0.063,100,12.5,rain,0,0,34.2,22.9,233.3,1009.9,86.7,6,13.6,1.1,1,,2022-12-24T08:49:32,2022-12-24T16:30:25,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/25/22,48.7,45.8,47.6,45.8,41.5,44.2,47,97.8,0.121,100,58.33,rain,0,0,17,10.6,175.3,1010.8,98.1,3.9,5.5,0.5,0,,2022-12-25T08:49:52,2022-12-25T16:31:06,0.07,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/26/22,48.6,41.6,45.6,43.8,35.9,39.4,40.5,82.7,0.045,100,33.33,rain,0,0,33.9,23.7,242.7,1012.8,80.3,15.5,11.8,1,1,,2022-12-26T08:50:08,2022-12-26T16:31:50,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/27/22,45.1,41.7,43.7,38.6,35,36.7,38.5,82,0.011,100,16.67,rain,0,0,30,22.3,220,1020.8,75.1,18.3,29.2,2.5,3,,2022-12-27T08:50:21,2022-12-27T16:32:37,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/28/22,51.5,43.5,48.1,51.5,35.2,41.5,45.6,91.1,0.134,100,50,rain,0,0,39.5,26.5,204,1006.6,99.4,12.1,5.7,0.5,0,,2022-12-28T08:50:30,2022-12-28T16:33:28,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/29/22,51.8,45.8,49,51.8,38.9,44,44.5,84.3,0.109,100,54.17,rain,0,0,39.2,25.9,220.9,1000.6,93.6,13.5,9.9,0.9,1,,2022-12-29T08:50:36,2022-12-29T16:34:22,0.21,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/30/22,53.3,40.5,46.2,53.3,32.1,40.6,43.5,90.3,0.077,100,29.17,rain,0,0,37.6,27.3,193.9,1002.6,86.5,12.2,7.1,0.5,0,,2022-12-30T08:50:38,2022-12-30T16:35:18,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
amsterdam,12/31/22,58.4,50.4,55.3,58.4,50.4,55.3,51.4,87.7,0.611,100,79.17,rain,0,0,45.8,28.6,218,1002.9,98.7,12.3,4.6,0.3,0,,2022-12-31T08:50:37,2022-12-31T16:36:18,0.28,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"06260099999,D3248,06348099999,06249099999,06240099999,C0449,06269099999,06257099999"
